abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
479,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85,5120,70,470,34,101,140,1000000,0.5,70,104,707,50.0,324,85,70,20,7,1,80.4,3,0
446,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25,5120,70,330,21,61,35,800000,0.7,60,42,654,50.0,325,70,80,60,15,1,30.6,3,0
446,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,45,5120,70,470,29,317,65,800000,0.9,80,65,281,50.0,326,90,110,80,15,1,71.5,3,0
253,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,70,360,21,487,60,800000,1.1,60,579,652,50.0,327,60,60,60,13,1,5.0,3,0
128,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,100,5120,70,290,21,5,45,1059860,0.7,45,531,716,50.0,328,45,45,10,11,1,15.0,3,0
202,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,5120,70,340,2,554,50,1059860,1.1,50,742,747,50.0,329,50,50,70,11,4,15.3,3,0
202,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,100,5120,70,520,26,348,80,1059860,2.0,80,189,225,50.0,330,80,80,100,11,4,82.0,3,0
327,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,85,5120,35,335,14,77,40,1059860,0.4,50,644,79,50.0,331,85,40,35,10,1,51.3,3,0
327,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,115,5120,35,475,29,428,60,1059860,1.3,70,528,80,50.0,332,115,60,55,10,3,77.4,3,0
226,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,40,5120,70,310,21,115,60,600000,0.4,45,726,674,50.0,333,40,75,50,13,9,1.2,3,0
226,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,110,5120,70,590,26,243,110,600000,1.1,75,725,11,50.0,334,110,105,80,3,9,20.6,3,0
144,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115,5120,70,458,34,82,60,600000,1.3,73,791,792,50.0,335,60,60,90,13,1,40.3,3,0
336,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,100,5120,70,458,34,175,60,1640000,2.7,73,257,600,50.0,336,100,60,65,14,1,52.5,3,0
202,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,55,6400,70,460,26,329,65,800000,1.0,90,425,388,50.0,337,95,85,70,16,16,168.0,3,0
202,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,95,6400,70,460,26,329,85,800000,1.2,90,678,647,50.0,338,55,65,70,16,16,154.0,3,0
235,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,48,5120,70,288,14,566,43,1000000,0.4,50,144,39,50.0,339,46,41,60,18,12,1.9,3,0
235,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,78,5120,70,468,32,566,73,1000000,0.9,110,511,772,50.0,340,76,71,60,18,12,23.6,3,0
134,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,3840,70,308,16,420,65,1640000,0.6,43,274,122,50.0,341,50,35,35,18,1,11.5,3,0
134,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,120,3840,70,468,10,415,85,1640000,1.1,63,663,131,50.0,342,90,55,55,18,3,32.8,3,0
202,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,40,5120,70,300,21,99,55,1000000,0.5,40,765,36,50.0,343,40,70,55,11,16,21.5,3,0
202,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,70,5120,70,500,34,99,105,1000000,1.5,60,519,111,50.0,344,70,120,75,11,16,108.0,3,0
400,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,41,7680,70,355,26,441,77,600000,1.0,66,413,372,88.1,345,61,87,23,16,11,23.8,3,0
400,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,81,7680,70,495,26,28,97,600000,1.5,86,788,129,88.1,346,81,107,43,16,11,60.4,3,0
10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,95,7680,70,355,26,357,50,600000,0.7,45,21,16,88.1,347,40,50,75,16,2,12.5,3,0
10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,125,7680,70,495,26,375,100,600000,1.5,75,28,24,88.1,348,70,80,45,16,2,68.2,3,0
420,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,15,5120,70,200,21,183,20,600000,0.6,20,283,211,50.0,349,10,55,80,18,1,7.4,3,0
217,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,60,5120,70,540,29,515,79,600000,6.2,95,473,438,50.0,350,100,125,81,18,1,162.0,3,0
97,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,6400,70,420,26,564,70,1000000,0.3,70,607,87,50.0,351,70,70,70,13,1,0.8,3,0
47,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90,5120,70,440,15,107,70,1059860,1.0,60,333,337,50.0,352,60,120,40,13,1,22.0,3,0
154,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,75,6400,35,295,18,398,35,800000,0.6,44,329,615,50.0,353,63,33,45,9,1,2.3,3,0
154,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,165,6400,35,555,26,320,75,800000,1.1,64,317,37,50.0,354,93,83,75,9,1,12.5,3,0
200,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,40,6400,35,295,14,405,90,800000,0.8,20,777,185,50.0,355,30,90,25,9,1,15.0,3,0
275,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,70,6400,35,455,34,35,130,800000,1.6,40,646,183,50.0,356,60,130,25,9,1,30.6,3,0
39,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,68,6400,70,460,15,206,83,1250000,2.0,99,719,719,50.0,357,72,87,51,10,9,100.0,3,0
202,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,50,6400,70,455,26,576,80,800000,0.6,75,92,104,50.0,358,95,90,65,15,1,1.0,3,0
283,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,150,6400,35,565,23,140,60,1059860,1.2,65,2,3,50.0,359,115,60,115,2,1,47.0,3,0
334,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,23,5120,70,260,3,65,48,1000000,0.6,95,676,783,50.0,360,23,48,23,15,1,14.0,3,0
147,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,5120,70,300,14,471,50,1000000,0.7,50,786,642,50.0,361,50,50,50,12,1,16.8,3,0
147,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,120,5120,70,580,32,172,80,1000000,1.5,80,563,252,50.0,362,120,80,100,12,1,256.5,3,0
444,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,40,5120,70,290,21,97,50,1059860,0.8,70,695,650,50.0,363,55,50,25,12,19,39.5,3,0
444,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,60,5120,70,410,2,25,70,1059860,1.1,90,707,593,50.0,364,75,70,45,12,19,87.6,3,0
444,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,80,5120,70,530,26,245,90,1059860,1.4,110,708,763,50.0,365,95,90,65,12,19,150.6,3,0
343,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,64,5120,70,345,21,47,85,600000,0.4,35,581,108,50.0,366,74,55,32,18,1,52.5,3,0
431,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,104,5120,70,485,29,132,105,600000,1.7,55,299,313,50.0,367,94,75,52,18,1,27.0,3,0
419,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,84,5120,70,485,29,477,105,600000,1.8,55,645,267,50.0,368,114,75,52,18,1,22.6,3,0
425,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,90,10240,70,485,20,307,130,1250000,1.0,100,231,557,88.1,369,45,65,55,18,17,23.4,3,0
419,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,30,5120,70,330,18,403,55,800000,0.6,43,418,390,24.6,370,40,65,97,18,1,8.7,3,0
304,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,75,10240,35,300,26,409,60,1250000,0.6,45,698,35,50.0,371,40,30,50,3,1,42.1,3,0
302,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,95,10240,35,420,26,167,100,1250000,1.1,65,381,605,50.0,372,60,50,50,3,1,110.5,3,0
162,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,145,10240,35,700,26,148,130,1250000,1.5,95,61,574,50.0,373,120,90,120,3,9,102.6,3,0
43,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,55,10240,35,300,22,258,80,1250000,0.6,40,161,47,50.0,374,35,60,30,17,16,95.2,3,0
43,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,75,10240,35,420,22,259,100,1250000,1.2,60,467,431,50.0,375,55,80,50,17,16,202.5,3,0
43,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,145,10240,35,700,22,260,150,1250000,1.6,80,465,430,50.0,376,105,110,110,17,16,550.0,3,0
45,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,100,20480,35,580,22,411,200,1250000,1.7,80,629,555,50.0,377,50,100,50,16,1,230.0,3,1
42,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,20480,35,580,22,247,100,1250000,1.8,80,627,553,50.0,378,100,200,50,12,1,175.0,3,1
43,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,75,20480,35,580,22,261,150,1250000,1.9,80,630,556,50.0,379,75,150,50,17,1,205.0,3,1
202,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,100,30720,90,700,22,168,120,1250000,1.4,80,408,363,0.0,380,140,150,110,3,16,40.0,3,1
202,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,130,30720,90,700,22,168,100,1250000,2.0,80,409,364,100.0,381,160,120,110,3,16,60.0,3,1
73,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,150,30720,0,770,22,437,90,1250000,4.5,100,398,354,50.0,382,180,160,90,18,1,352.0,3,1
74,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,180,30720,0,770,22,113,160,1250000,3.5,100,253,277,50.0,383,150,90,90,11,1,950.0,3,1
3,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,180,30720,0,780,26,463,100,1250000,7.0,105,624,552,50.0,384,180,100,115,3,9,206.5,3,1
332,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,100,30720,100,600,22,579,100,1250000,0.3,100,313,325,50.0,385,100,100,100,17,16,1.1,3,1
288,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,95,30720,0,600,22,125,90,1250000,1.7,50,126,153,50.0,386,95,90,180,15,1,60.8,3,1
248,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,68,5120,70,318,26,526,64,1059860,0.4,55,506,724,88.1,387,45,55,31,10,1,10.2,4,0
248,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,89,5120,70,405,26,223,85,1059860,1.1,75,272,276,88.1,388,55,65,36,10,1,97.0,4,0
248,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,1.0,1.0,109,5120,70,525,26,113,105,1059860,2.2,95,135,710,88.1,389,75,85,56,10,12,310.0,4,0
19,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,58,5120,70,309,26,94,44,1059860,0.5,44,280,103,88.1,390,58,44,61,7,1,6.2,4,0
19,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,78,5120,70,405,26,376,52,1059860,0.9,64,496,448,88.1,391,78,52,81,7,7,22.0,4,0
19,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,104,5120,70,534,26,187,71,1059860,1.2,76,250,319,88.1,392,104,71,108,7,7,55.0,4,0
449,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,51,5120,70,314,26,367,53,1059860,0.4,53,597,518,88.1,393,61,56,40,18,1,5.2,4,0
449,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,66,5120,70,405,26,367,68,1059860,0.8,64,606,532,88.1,394,81,76,50,18,1,23.0,4,0
449,0.5,1.0,0.5,2.0,0.5,2.0,1.0,0.5,1.0,1.0,2.0,0.25,0.5,0.0,0.5,0.5,0.25,0.5,86,5120,70,530,26,166,88,1059860,1.7,84,173,200,88.1,395,111,101,60,18,18,84.5,4,0
184,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,3840,70,245,21,493,30,1059860,0.3,40,498,660,50.0,396,30,30,60,13,9,2.0,4,0
165,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,75,3840,70,340,2,493,50,1059860,0.6,55,499,659,50.0,397,40,40,80,13,9,15.5,4,0
165,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,120,3840,70,485,26,389,70,1059860,1.2,85,500,658,50.0,398,50,60,100,13,9,24.9,4,0
351,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,3840,70,250,21,378,40,1000000,0.5,59,57,53,50.0,399,35,40,31,13,1,20.0,4,0
351,1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,85,3840,70,410,4,34,60,1000000,1.0,79,50,52,50.0,400,55,60,71,13,19,31.5,4,0
340,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,25,3840,70,194,21,120,41,1059860,0.3,37,385,350,50.0,401,25,41,25,1,1,2.2,4,0
413,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,85,3840,70,384,26,120,51,1059860,1.0,77,387,351,50.0,402,55,51,65,1,1,25.5,4,0
297,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,65,5120,70,263,19,188,34,1059860,0.5,45,379,612,50.0,403,40,34,45,4,1,9.5,4,0
297,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,5120,100,363,2,478,49,1059860,0.9,60,426,391,50.0,404,60,49,60,4,1,30.5,4,0
297,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,120,5120,70,523,26,213,79,1059860,1.4,80,631,392,50.0,405,95,79,70,4,1,42.0,4,0
228,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,30,5120,70,280,21,72,35,1059860,0.2,40,684,71,50.0,406,50,70,55,10,15,1.2,4,0
229,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,70,5120,70,515,32,63,65,1059860,0.9,60,637,569,50.0,407,125,105,90,10,15,14.5,4,0
222,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,125,7680,70,350,26,230,40,600000,0.9,67,798,130,88.1,408,30,30,58,16,1,31.5,4,0
222,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,165,7680,70,495,26,230,60,600000,1.6,97,621,548,88.1,409,65,50,58,16,1,102.5,4,0
396,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,42,7680,70,350,26,458,118,600000,0.5,30,697,609,88.1,410,42,88,30,16,18,57.0,4,0
396,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,52,7680,70,495,26,458,168,600000,1.3,60,713,41,88.1,411,47,138,30,16,18,149.5,4,0
339,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,29,3840,70,224,2,23,45,1000000,0.2,40,481,76,50.0,412,29,45,36,1,1,3.4,4,0
5,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,69,3840,70,424,26,23,95,1000000,0.5,60,480,781,0.0,413,69,95,36,1,11,6.5,4,0
414,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,94,3840,70,424,26,339,50,1000000,0.9,70,211,450,100.0,414,94,50,66,1,9,23.3,4,0
118,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,30,3840,70,244,2,524,42,1059860,0.3,30,484,118,88.1,415,30,42,70,1,9,5.5,4,0
287,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,80,3840,70,474,26,37,102,1059860,1.2,70,52,746,0.0,416,80,102,40,1,9,38.5,4,0
318,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,2560,100,405,15,159,70,1000000,0.4,60,574,486,50.0,417,45,90,95,4,1,3.9,4,0
431,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,330,14,445,35,1000000,0.7,55,73,72,50.0,418,60,30,85,18,1,29.5,4,0
431,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,495,32,445,55,1000000,1.1,85,186,222,50.0,419,85,50,115,18,1,33.5,4,0
41,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,35,5120,70,275,14,91,45,1000000,0.4,45,85,99,50.0,420,62,53,35,10,1,3.3,4,0
92,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,5120,70,450,32,56,70,1000000,0.5,70,86,98,50.0,421,87,78,85,10,1,9.3,4,0
384,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,48,5120,70,325,14,444,48,1000000,0.3,76,345,607,50.0,422,57,62,34,18,1,6.3,4,0
384,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,83,5120,70,475,32,444,68,1000000,0.9,111,718,243,50.0,423,92,82,39,18,12,29.9,4,0
438,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,5120,100,482,26,306,66,800000,1.2,75,182,13,50.0,424,60,66,115,13,1,20.3,4,0
2,0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,50,7680,70,348,3,27,34,1640000,0.4,90,203,174,50.0,425,60,44,70,9,9,1.2,4,0
2,0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,80,7680,70,498,29,54,44,1640000,1.2,150,204,173,50.0,426,90,54,80,9,9,15.0,4,0
316,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66,5120,0,350,14,400,44,1000000,0.4,55,477,74,50.0,427,44,56,85,13,1,5.5,4,0
58,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,136,5120,140,580,29,400,94,1000000,1.2,65,476,380,50.0,428,54,96,135,13,1,33.3,4,0
202,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60,6400,35,495,26,314,60,800000,0.9,60,501,446,50.0,429,105,105,105,9,1,4.4,4,0
156,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,125,5120,35,505,23,39,52,1059860,0.9,100,150,305,50.0,430,105,52,71,2,9,27.3,4,0
207,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,5120,70,310,14,83,42,800000,0.5,49,543,253,24.6,431,42,37,85,13,1,3.9,4,0
